comment_text,toxic
"How could I post before the block expires? The funny thing is, you think I'm being uncivil!",0
Not sure about a heading of 'Fight for Freedom' what will it contain?,0
"Praise 
 
 looked at this article about 6 months ago -much improved. ]",0
"I was able to post the above list so quickly because I already had it in a text file in my hard drive I've been meaning to get around to updating the sound list for some time now. 
 As far as generating interest I've spent four years trying to drum up more interest in freely licensed full length classical music. Unfortunately, my attempts failed - I'm still effectively the only one who does it. The classical music wikiproject was not interested, (Wikipedia_talk:WikiProject_Classical_music/Archive_5#Need_help.21Wikipedia_talk:WikiProject_Music/Archive_3#I_could_use_some_helpWikipedia_talk:WikiProject_Music/Archive_2#Raulbot.2C_and_the_music_list) So I really had given up trying to interest others. 
 The sound list was featured on digg a while back - http://digg.com/music/Wikipedia_has_free_classical_music_downloads . It got 1600 diggs, which is IMO very impressive.",0
"""
 Well, not """"before the process"""" but """"before how we do things with subpages"""" His RfA is listed on NoSeptember's page and you can find it if you look. September 2004 I think. I have my differences with El_C to be sure, but was surprised to see a block, so I left a note. ++: t/c """,0
"""
 
 Not at all, you are making a straw man argument here. I never claimed O'Donohue had that position, rather that practitioners and researchers in the field ignored the DSM position, which is exactly what the quote says and also something O'Donohue agrees with. 
 
 Again, I was combating the notion that it was a """"absurd part"""" to claim that pedophilia is a sexual orientation. Since many researchers hold this position, it would be unfair to call it absurd. The disorder part is divided in the field, some argue that it is not a disorder at all, some do. At the end of the day, it is a value judgment (as Cantor pointed out earlier in the thread), not a scientific judgement. If we choose to make this value judgment in the article, it should be stated clearly and not pretend to have a scientific basis. """,0
"Your blatant POV pushing 
 
 Neither of you guys has made any contribution to this Italian history article other than to shove your unhistorical unconstructive modern POV in my face.
 This is a HISTORY article. HISTORY.
 Have you heard of that?
 This is the reason why so many people get pissed off about the pedantry and idiocy and triviality of Wikipedia.
 ",1
"pretty much everyone from warren county/surrounding regions was born at glens falls hospital. myself included. however, i'm not sure this qualifies anyone as being a glens falls native. rachel ray is, i believe, actually from the town of lake luzerne. â€”The preceding unsigned comment was added by 70.100.229.154 04:28:57, August 19, 2007 (UTC)",0
"Would you both shut up, you don't run wikipedia.",1
"Oh, it's me vandalising?xD See here. Greetings,",0
"Website 
 
 Hey all,
 I was thinking of getting myself a website to display my pictures and this was the cheapest thing I could find. I don't know about others, but Fir and Diliff, you guys have websites, do you think it is legit? Could you provide any better alternatives? Help from any other guild member is also appreciated. Thanks (talk)",0
Thanks reading there now !,0
"Personal attacks in Fruit Brute VfD 
 
 My apologies if I'm being to critical, but I feel that many of the comments made in the Fruit Brute VfD debate were far from reasonable. There had to be a more diplomatic way to disagree with 's assertion on the initial sentence than don't lie, it makes you look even more juvenile.... Learn to face up to when you've goofed, it will go a long way in your life The attacks do to his age certainly border on a personal attack. Were Bart133 forty, sixty, or eighty, would you have included the comment on how 'juvenile' he is?
 
 I don't expect you to apologise to anyone, but I want to make it clear that I consider your comments in this VfD debate inappropriate, and I think their are many members of the community who would agree with me. talk 06:46, 2005 Feb 7 (UTC)",0
"Transliteration of Russian place names
 In writing about Moscow Metro for the Malayalam Wikipedia, we are finding it difficult to correctly transliterate the Russian place names. For example, do we pronounce Park Kultury as PAARK KALTTARI or PAARK KALCHCHARI (or perhaps something completely different)? Can somebody please help by transliterating the list given in https://ml.wikipedia.org/wiki/à´¸à´‚à´µà´¾à´¦à´‚:à´®àµ‹à´¸àµà´•àµ‹_à´®àµ†à´Ÿàµà´°àµ‹. (I am not putting the list here as I don't want to clutter up this page.) Thanks",0
Atheism is full of bias waste,1
How can one defame someone who thinks the Fort Hood Shooting is justified by God's law?,0
"LACK OF BALANCE
 
 This article is seriously out of balance. It would benefit greatly from the introduction of additional information about the negative aspects of the T-34. Just for the record, this sort of balance problem is not uncommon when there is an over dependence on the works of a particular author. For example, testing and evaluation of a T-34 by the US Army Ordnance Dept. exposed some very serious problems with the tank. This type of information should be included in the article to bring it back into balance.",0
"Sorry about that. I had checked, but had only come up with Dulas Bay. Somehow I had missed the Dulas disambiguation page completely. Apologies again, it's not even as if it was getting particularly late at night! The onset of swine flu perhaps?",0
"TCM 
 
 I can find no evidence that acupressure is a TCM, rather than derived from TCM. If no one objects I'll place a citation note in the article.",0
"Well, it still needs expansion in areas, citations in others, more images (was going to get a pic of the Stanley Cup banner tonight at the Hitmen game, but forgot my camera) and a thorough review/copy edit by someone with a better flair for words than I, but work progresses. lute",0
"A redirect somewhere couldn't hurt, though I still don't think any o the candidates are ideal. But then if he passes the notability threshold some day the basic material is still there to work with.",0
"Meivazhi
 I've had a go at restarting the Meivazhi article in a style that's more standard for Wikipedia articles. Someone would probably have deleted it pretty quickly if it had stayed in the form you posted. I'd be grateful if you could help at Talk:Meivazhi about the accuracy. 
 
 Unfortunately I had to remove your links. The conflict of interest guidelines advise against editors linking to their own sites, and also Wikipedia's attribution policy WP:ATT requires that information should come from third-party published sources rather than personal websites. Do you know of any good newspaper/book accounts of Meivazhi? 
 
 PS What is the salaimanimudi.indlist.com site? A personal site by a member?",0
"Though this is certainly a small article, but it is not so inconsequential as to warrant subsuming it within the Flame Trees article. 
 
 It is a discography article, and should stand alone.
 
  22 May 2005",0
"Yeah, let's merge the content. (Not sure if Devil's Canyon is the same type of codename.)",0
"""
 
  Image:YourTransitAd.jpg 
 
 I think I may be able to get a better photo of this ad. If I'm able to do that, is it okay if I use it to replace this current one? I want to check with you first before doing anything. -â†’â„¢/?! """,0
"""
 
  A cookie for you! 
 
  A cookie for you """,0
"LMAO, what a n00b. Go and listen to manele!",0
"06, 29 December 2007 (UTC)
 Yep. LOL, the [[Reformist Party (Serbia)|Reformist Party] is having another go (the 20th very last on the parliamentary election, winning less votes than notable to actually be mentioned). ) 
 By the way, here's something very little people have figured out - the new Constitution of Serbia has been brought to enable Kosovo' secession. The 1990 Constitution barred that as a possibility, and after the Kumanovo Military-Technical Agreement was signed between NATO and FRY the SRS broke its coalition with SPS and the government collapsed, causing new elections - because that was unconstitutional, as an act of highest treason, enough to be tried from maximum sentence (which the Radicals demanded from then to his death, to have a trial in Serbia, and to be tried for treason among other reasons). This constitution releases the authorities from that weight, and they won't have to go to prison if they recognize any form of further loss of sovereignty in Kosovo. ;) 15",0
"New WikiProject Novels initiative
 We have begun a new initiative at the WikiProject Novels: an improvement drive. As a member listed here, you are being notified. Please see Wikipedia talk:WikiProject Novels#5-5-5 Improvement Drive and Wikipedia:WikiProject Novels/Collaboration for more details. Also I would like to remind you to keep an eye on the project talk page at Wikipedia talk:WikiProject Novels. Thanks,",0
"""
 
 UNBLOCK ME OR I'LL GET MY LAWYERS ON TO YOU FOR BLOCKING MY CONSTITUTIONAL RIGHT TO FREE SPEECH""",1
"""== Attributing and classifying of personalities == 
 Invitation. Your input to Culture of Lithuania is welcomed. 
 Some problems of defining personalities or attributing them to certain well-known ideological systems may raise here. I propose a quite liberal variant of it, where definition may not be connected with one certain word. Necessity however to follow certain classifying remains. 
 
 My initial ideas on this branch, the ones, concerning period of Lithuanian national Renaissance period: Some artists, writers or other cultural workers of this period are often described as modernists. This definition is not false, but some more concrete things should be added, some specifics of Lithuania. 
 We should distinguish leading ideas of the Nat. Renaissance from later modernism, which is more known for us. Cultural aspirations of the later Nat. Ren. may be defined as modernism in a cultural context of Lithuania. But they accented also expression of Lithuanian cultural heritage, and their expression may be seen as something simply typically Lithuanian. I mean, that such authors in as ÄŒiurlionis is seen as modernist in Lithuanian context, but it also (and even more) is a representative of Lithuanian culture, when in European or World-wide context. A parallel example may be taken from literature of India. Poet Tagore, well known Nobel price winner is known for us as a representative of culture of India. Making India more understandable and closer for western people is concerned as main his input to Western culture. But in his own country, he was seen as a modernist too, who was changing traditional cultural forms, especially stagnated ones. This way also Lithuanian cultural leaders of the N. Ren. could be seen as modernists, which were broadening cultural forms and changing stagnated ones, in Lithuanian context. They also can be seen as modernists in a wider context, but more for acquainting Western people with Lithuanian culture than for their direct input into Western culture. ÄŒiurlionis is the best example here. 
 In other way, the later Lithuanian modernists (they depended mostly to later generation, approximately from 4th decade of the 20th century) concerned themselves part of Western modernistic movement and their main purpose (looking generally) was to introduce Western European ideas into Lithuanian cultural life (see the table below). 
 We see two different movements and two different world outlooks here. The problem is, that both movements collaborated, especially their political wings did, and interchange of ideas between them is well seen. So, many researchers don't pay attention to this difference. Especially in the Soviet period, when national ideas were officially forbidden, mixture in description of these movements was allowed. E. g. philosopher RamÅ«nas Bytautas, who clearly depends to the first generation, is often described as liberal. And it may be understood in a sense of the second generation (as idea of liberalism).
  
 
  period and generation artists, writers, philosophers etc in a context of Lithuania in an European context The National Renaissance period, the younger generation, approx 1905 â€“ 1930 painter and composer ÄŒiurlionis, painter Kazys Å imonis, poet and philosopher Vilius Storastas - VydÅ«nas, dramatist Sofija KymantaitÄ— - ÄŒiurlionienÄ—, poets Adomas JakÅ¡tas, Motiejus Gustaitis, Liudas Gira, composer Stasys Å imkus, philosopher RamÅ«nas Bytautas. reformers and innovators of Lithuanian culture Representatives of Lithuanian culture, almost unknown before them. The period between WWI and WWII and post-war years. poets V Mykolaitis - Putinas, Kazys Binkis, writer Ignas Å einius â€“ JurkÅ«nas, artists: all 'ars' group, philosopher Juozas Girnius Modernists, introducing new Western ideas into Lithuanian cultural life Central European modernism. 
 Note: Lists of personalities isn't complete here, nor it's made precisely by prominence. 
  07:51, 2004 Jul 16 (UTC)
 
 """,0
"""
 
 Actually, direct quotes that aren't in quotation marks and aren't attributed are generally known as """"plagiarism"""" and/or """"copyright infringement."""" But the NYT material isn't the issue, as you well know. The material from the """"Jewish Action Taskforce"""" is the problem. """,0
"""
 Katelyn Faber
 Could you weigh in at the bottom of the Talk Page for Katelyn Faber regarding the inclusion of an image of her? 
 
  Template:User Totalbox 
 
 Thanks for reverting. 
 
  Esperanza Newsletter, Issue #1 
 {| style=""""border-spacing:8px;margin:0px -8px"""" width=""""100%""""
 |class=""""MainPageBG"""" style=""""width: 55%; border:1px solid #cef2e0; background-color:#f5fffa; vertical-align:top;color:#000""""|
  Reach outReach out is a program aimed at allowing users to bring issues that they have had in Wikipedia to a listening, sympathetic and caring audience:
  """"No one can know how we feel if we do not say. We cannot expect to get understanding if we do not ask for it. No one will dispute that sometimes life's issues are too much for one person. It is fair to say that sometimes Wikipedia's problems fall under the same heading. This is a place where you can bring the bruises that can sometimes be got on this project for attention."""" Stress AlertsThe Stress alerts program aims at identifying users who are stressed, alerting the community of thier stress and works in tandem with the Stressbusters at trying to identify causes of stress and eliminating them. Note from the editorWelcome to this new format of the Esperanza Newsletter, which came about during the last Advisory Council meeting - we hope you like it! The major changes are that each month, right after the Council meeting, this will be sent out and will include two featured programs and a sum up of the meeting. Also, it will be signed by all of the Advisory Council members, not just . Have an Esperanzial end of March, everyone!
 |class=""""MainPageBG"""" style=""""width: 45%; border:1px solid #cedff2; background-color:#f5faff; vertical-align:top""""|
 {| width=""""100%"""" cellpadding=""""2"""" cellspacing=""""5"""" style=""""vertical-align:top; background-color:#f5faff""""
 ! The last AC meeting (full log)
 |-
 |style=""""color:#000""""|
  Future meetings are to be held monthly, not fortnightly as before.
  Bans and Access level changes (apart from autovoice) in the IRC channel are to be reported at the new log.
  In the IRC channel, there is going to be only one bot at a time.
  The charter requires members to have 150 edits and 2 weeks editing. Why this is the case will be clarified.
  A new Code of Conduct will be drafted by and proposed to the Esperanza community.
  The NPA reform idea is to be dropped officially.
  Charter ammendments are to be discussed in future, not voted on.
  The Advisory Council is not going to be proposed to be expanded by the Advisory Council themselves, if others want to propose it, they will listen.
 |-
 !",0
"Fradulent claim 
 
 I am most certainly not a sockpuppet of TheChief, please retract your fradulent claim at once.",0
That is quick if we only limit the discussion for changing the title but considering the previous discussions for months can have a valid reason for the move.,0
"""
 
  123 18:38, July 18, 2005 (UTC)
 
 P.S. Feel free to leave a message on my talk page if you need help with anything or simply wish to say hello. )""",0
"And, of course, Peiser is more than just a social anthropologist. He's one whose recent research has focused primarily on the social aspects of climate change and is thus at least as qualified to comment on the state of consensus as a historian. Regarding his study, it hasn't been published in a peer-reviewed journal, but the results have appeared in many reliable sources. In effect, it should be treated no differently than as if Peiser himself (or any other scientist) had verbally relayed the conclusions directly to a reporter. Literally tens of thousands of Wiki articles contain such references direct quotes from scientists, which appear in no other source but through the medium of a reputable reporter.",0
"Can any of you read the entirely first article, the unpleasant does it say, that can be the truth, sorry for the language",1
Refer to the C106 page for an example of how it should have been done.,0
"(UTC)
 
 The Draw-dah pronunciation is, as Downunda states, very much colloquial. Irish people other than Drogheda natives tend to pronounce it Droh-eh-da. The English tend to pronounce it Drock-eda, not knowing quite how to handle the silent 'g'. 19:09, 28 September 2008",0
"""
 
  You really picked a bad example there. """"Murder being immoral"""" has not in fact been """"a self-evident truth"""" in all cultures or at all points in history. And, yes, in most cultures there are situations where you can be held responsible for that over which you had no control. But that's a tangent itself - the truth of those statements is irrelevant.
  The section was removed as an apparent violation of Wikipedia's strict policy against original research. If you can find a reputable academic study or journal article supporting that point of view, add the section back with the citation. If this is merely your own personal opinion or analysis, then it has no place in the encyclopedia. Very little in this world is truly """"self-evident"""". (talk) """,0
What does this mean? I work in a library. What?,0
"""
 
 re unblock template
 Thanks a lot. Now evading the block has helped around too. With the unblock template I see. Will try that next time, now impossible because the IP address switches w.o. my control on reboot.
 Maybe you can introduce fresh admins not to be overly zealous and thereby turn into the Roland Freisler of Wikiland.
 (Or would be correct """"turn Wikiland into Freislerland""""? The vandal hunters would then be the Kapos of Wikiland etc. Good that it is only virtual. Wieki-Heil so to say. And fortunately there are only virtual lanterns in Wikiland, for the time after we free it.)
 70.137.146.36 
 70.137.146.36 """,0
"""==M. Antoine==
 
 A proposed deletion template has been added to the article M. Antoine, suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but this article may not satisfy Wikipedia's criteria for inclusion, and the deletion notice should explain why (see also """"What Wikipedia is not"""" and Wikipedia's deletion policy). You may prevent the proposed deletion by removing the notice, but please explain why you disagree with the proposed deletion in your edit summary or on its talk page. Also, please consider improving the article to address the issues raised. Even though removing the deletion notice will prevent deletion through the proposed deletion process, the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to Articles for Deletion, where it may be deleted if consensus to delete is reached. If you agree with the deletion of the article, and you are the only person who has made substantial edits to the page, please add to the top of M. Antoine. """,0
"January 2011 (UTC)
  No comments. But I would like to point out that my opinions are based on articles and academic sources whereas yours are plain personal opinions. 01:22, 6",0
"Nawwww 
 
 Jew fixed it up 3
 You're no fun",0
Lol! It would look silly if he didnt grow at all. It would just look like a green edward norton L,0
"Of course, now you're in a dilemma, aren't you? Because if you report me, it'll mean the accusations I'm leveling get looked at, and even if you can make them look bad, you do not want that even getting considered. So what are you going to do? Try and intimidate me from airing the scheme you guys are using, and hope this never sees the light of admin day? Try and get me banned for some frivolous technicality and hope the admins won't listen to me afterwards as a result? Try and get this deleted somehow and covered up before anyone sees? I can only see so many options for you, and am expecting all of them.",0
""":Have you actually looked at the guideline you're linking to? I suspect not. The New York Times is held to be one of the standards of a reliable source. talk to me 
 
 """,0
"""
 Stop making abusive edit summaries. My edits have nothing to do with """"LaRouche theories."""" They have everything to do with WP:NPOV. """,0
"If you have any idea of what Blank's Pond is, you know what I mean by sewage accumulation pond. All it is is a muddy puddle about 5 feet wide and 10 feet long. Maybe it was once used for ecological studies, but not in 10 years. Many parts of the original article drastically misrepresent what TAS is. There is no olympic sized swimming pool, the library is not close to rivaling that of a small liberal arts college. I just come to spread the truth.
 
 Allentchang, the point is that there are a rather large number of crimes at TAS versus the rest of the Taiwanese schools and it has often been the subject of Taiwanese media. I don't see how you can deny that. Yes, a lot of students go to the UC system, but that doesn't really say a lot, considering how poor the American education system is compared to the Taiwanese one.",0
"""::::::I'm sorry, but that seems a desperate attempt to avoid rebutting what I said. (âœ‰) 
 """,0
And I suggest you are failing if the result of your activity is to lower the boom on these editors as opposed to Mr. Ainsworth and his cohort. You are helping in the collection of scalps.,0
"Hey you, can you please tell me how my edit on the University of China page was considered a personal attack, when it was actually factual speaking?
 03alpe01 is my name and we have the University of China, right here in Southampton,Poland!",1
"""
 
 To user 82.14.183.252, I would like to know if the name of Rooney Mara's character is correct? It says Rooney Mara as """"Alexandra """"Alexa"""" Havelock"""". Can you tell where this information come from? Thank you. louisem89""",0
"Cheers man. To be honest, I laughed my arse out in front of my laptop today. You guys are so funny attacking a beginner and that definitely made my day. Me and my girlfriend just can't stop laughing, seriously, hellish ghoul? ))))). Thanks for your advice I'll consider reading policies tomorrow. Now, the article is not complete, data must be obviously changed and content put in order and completed. However, I'll decide whether to go on or give up this wikipedia thing, since I like reality and palpable history, which is obviously not the case here. Wikipedia is more likely to fit (or create some) American history and culture. Thanks man and forgive my mistakes. They were on purpose. Best of luck to you guys.",0
"Nokia x2-02 
 
 Hi!i am a new on Wikipedia if you want to find me through facebook then click this link m.facebook.com/Dibashthapa.thank you Dibash",0
"Multi-touch 
 The iphone cannot be multi-touch, this is impossible for a capacitance type touch screen. The zooming is done by detecting the capacitance change pattern of fingers moving apart. It it would be useless for identifying two seperate discrete button presses.",0
"Response awaited
 Could you please respond to this [ http://en.wikipedia.org/w/index.php?title=User_talk:Blnguyen&diff;=108037200&oldid;=108037082] ? As some allegations were made by you, it would be appropriate for you to please respond.",0
"you are a racist Afrocentrist who is intentionally lying about history to make up for the complete objective lack of black achievement in comparison to other races.
 
 No one else feels the need to lie and manipulate history like Afrocentrists. 
 
 69.158.28.97",1
Vandalism by the IP also noted.,0
""":We should describe the notable models, but I think the issue whether cosmic time zero is a """"real"""" moment in time is a non-issue: any serious physicist knows that in all variants this pertains to a model of which we don't know how well it fits reality (which really means: how well it conforms to present and future observations), and they also know that in models with a genuine mathematical singularity the accepted (experimentally confirmed) laws of physics break down anyway, rendering claims of this being """"real"""" experimentally unfalsifiable and hence meaningless. Â Lambiam 
 
 """,0
"""
 I don't know if those TOC links are entirely useful. Wikipedia needs to come up with a way to link to items within a large table like that. Perhaps we could use the HTML code with links with the # like that?
 
  â‰ˆtalk """,0
"Be aware: Once you have been renamed, your old account will no longer exist and may potentially be recreated by a third party. This is true even if your old account pages have been redirected towards your new account. To guard against impersonation, you may wish to recreate the old account yourself.",0
"Changes overnight 
 I am going to do a copy-edit of the beliefs and history section of the article overnight. This will mean that if you do any edits between now and tomorrow, they may inadvertently get replaced when I put in the new text. So be alert.",0
"If only you could contribute something meaningful to society, but we're all limited by ability, until we're propped up due to privilege. That's the only reason you're here Ms. Alison <3.",0
"""Thanks. It seems to be an anti-Tibet today on here today..â™¦ Dr. Blofeld 
 
 """,0
"You will not stop a JEDI KNIGHT, stop trying to rule galaxy.
 
 And know the power of the darkside!",1
"""::::Straighten me out here, how am I """"talking about """"toxins"""" as if all behave the same way""""? 
 """,0
"""
 It's OK. Moves are performed by clicking on """"move"""" button to the right of the button you click when you want to edit the page. Since the page Estonian War of Independence has some history of editing, the only way to effect it is to announce your plans on WP:RM and start voting on the talk page of the article you want to move. If you have problems with this, you may want to ask people on WP:RM to arrange the process for you. -Ñ‚Ñ€Ñ‘Ð¿- """,0
"resolved at an/i. thanks 199.101.61.190
",0
"""
  Actually, as long as he only bolds """"delete"""" once, he can comment all he likes. There's no rule that says that all his comments aside from his !vote have to be in reply to other comments/!votes. """,0
"It's not vandalism in the slightest. Go go automated bots. It's on account of the fact this IP is shared amongst several dozen people, if not a few hundred. Maybe I should just register an account if being associated with this IP means legitimate edits get reverted for no good reason.",1
", there are thousands",0
"Please relate the ozone hole to increases in cancer, and provide figures. Otherwise, this article will be biased toward the environmentalist anti-CFC point of view instead of being neutral. Ed Poor",0
"""
 Will do. I'm also looking at my articles in Kawartha Lakes and a bunch in Ottawa and Niagara. Taking down the York roads just eliminated 15+ permastubs. - ''''''Â Ï„ Â¢ """,0
"Actually, I think it's okay to list there even if it's not an actual dispute, unlike most RfC listings. However, I've reduced it to a brief description of what you're doing, in keeping with the format of the page, otherwise it would get overwhelmed with chatter. But if you're trying to publicize this as a new project, I would recommend focusing on the village pump (looks like you've already been there) and Wikipedia:Goings-on. 18:02, 27 Aug 2004 (UTC)",0
"If the tag goes unchallenged, the article might be deleted or moved to Wikipedia:Articles for deletion. -",0
"Crush's Coaster? 
 
 I was just wondering.... where did you get the Millionaire building being turned into Crush's Coaster. Disney never announced it. I researched it and it is just a rumor. Can you please cite this? Otherwise is it safe to delete it?",0
"Jeff Gordon 
 
 I really don't feel like vadalizing anymore.",0
The reaction section needs to be removed from article completely. 175.110.222.144,0
"""
 
 I love you
  
 
 Jeeny has smiled at you! Smiles promote WikiLove and hopefully this one has made your day better. Spread the WikiLove by smiling at someone else, whether it be someone you have had disagreements with in the past or a good friend. Happy editing! Smile at others by adding to their talk page with a friendly message. Thank you so much for everything. You are great! Because you are related to me, in some weird way. ) Plus you are a very valuable Wikpedian. """,0
"Because I find it funny - I was blocked five months ago for a week of madness and this puts me beyond the pale. Even though my accounts just try to edit constructive, tried to find out what sort of conditions I'd have to adhere to and got nowhere. Advocate of statutory child rape? no problem, come right in! I find the disparity hilarious.",0
"""
 
  Hi 
 
 He has made veiled threats against you too in the witzel talk page Do you have proof? Talk """,0
"(To ), Actually, they did noy mess anything up. If you read closely, they said that the Solomon Islands were the fifth nation to recognize the independence of Abkhazia and South Ossetia. I do not know WHERE they got this kind of source, because I can not find it anyway. I still however reccomend people to continue to finding source. Neverless I doubt that this is true.",0
"""Citation 2 has reported false information on Cookie Rewards. I don't know how to find the proper source, but I personally earned my first trip to camp using """"Cookie Dough"""" in 1988. I began selling cookies in 1986, and I have a badge for each year of sales. I earned a US Savings Bond as the3rd highest seller in my council in 1997. I think that """"Age Appropriate"""" may have been misunderstood.""""
 
 """,0
,
